specimen,length,weight,structure_weight,region,collection_year,percent_affected,other_problem,broken,side,read_age,sample_date,final_age,common_name,run_number,scan_name,file_name,session_title,comments
1,105,10,0.0077,LPW,2020,0,0,0,R,,8/3/20,,PACIFIC COD,1,LPW202001202_1_OA1,PACIFIC_COD_LPW202001202_1_OA1.0,NIR_LPW202001202_otoliths,
1,105,10,0.0077,LPW,2020,0,0,0,R,,8/3/20,,PACIFIC COD,2,LPW202001202_1_OA2,PACIFIC_COD_LPW202001202_1_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
1,105,10,0.0077,LPW,2020,10,0,1,R,,8/3/20,,PACIFIC COD,3,LPW202001202_1_OA3,PACIFIC_COD_LPW202001202_1_OA3.0,NIR_LPW202001202_otoliths_rescan_2,"~5% chipped, otolith dropped after measurement"
1,105,10,0.0077,LPW,2020,10,0,1,R,,8/3/20,,PACIFIC COD,4,LPW202001202_1_OA4,PACIFIC_COD_LPW202001202_1_OA4.0,NIR_LPW202001202_otoliths_rescan_3,Otolith is broken. Was not in first photo
2,85,4,0.0067,LPW,2020,0,0,0,L,129,8/3/20,,PACIFIC COD,1,LPW202001202_2_OA1,PACIFIC_COD_LPW202001202_2_OA1.0,NIR_LPW202001202_otoliths,
2,85,4,0.0067,LPW,2020,0,0,0,L,129,8/3/20,,PACIFIC COD,2,LPW202001202_2_OA2,PACIFIC_COD_LPW202001202_2_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
2,85,4,0.0067,LPW,2020,0,0,0,L,129,8/3/20,,PACIFIC COD,3,LPW202001202_2_OA3,PACIFIC_COD_LPW202001202_2_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
2,85,4,0.0067,LPW,2020,0,0,0,L,129,8/3/20,,PACIFIC COD,4,LPW202001202_2_OA4,PACIFIC_COD_LPW202001202_2_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
3,96,7,0.0073,LPW,2020,0,0,0,R,,8/3/20,,PACIFIC COD,1,LPW202001202_3_OA1,PACIFIC_COD_LPW202001202_3_OA1.0,NIR_LPW202001202_otoliths,
3,96,7,0.0073,LPW,2020,0,0,0,R,,8/3/20,,PACIFIC COD,2,LPW202001202_3_OA2,PACIFIC_COD_LPW202001202_3_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
3,96,7,0.0073,LPW,2020,0,0,0,R,,8/3/20,,PACIFIC COD,3,LPW202001202_3_OA3,PACIFIC_COD_LPW202001202_3_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
3,96,7,0.0073,LPW,2020,0,0,0,R,,8/3/20,,PACIFIC COD,4,LPW202001202_3_OA4,PACIFIC_COD_LPW202001202_3_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
4,89,5,0.0068,LPW,2020,0,0,0,L,109,8/3/20,,PACIFIC COD,1,LPW202001202_4_OA1,PACIFIC_COD_LPW202001202_4_OA1.0,NIR_LPW202001202_otoliths,
4,89,5,0.0068,LPW,2020,0,0,0,L,109,8/3/20,,PACIFIC COD,2,LPW202001202_4_OA2,PACIFIC_COD_LPW202001202_4_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
4,89,5,0.0068,LPW,2020,0,0,0,L,109,8/3/20,,PACIFIC COD,3,LPW202001202_4_OA3,PACIFIC_COD_LPW202001202_4_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
4,89,5,0.0068,LPW,2020,0,0,0,L,109,8/3/20,,PACIFIC COD,4,LPW202001202_4_OA4,PACIFIC_COD_LPW202001202_4_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
5,108,10,0.0096,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,1,LPW202001202_5_OA1,PACIFIC_COD_LPW202001202_5_OA1.0,NIR_LPW202001202_otoliths,
5,108,10,0.0096,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,2,LPW202001202_5_OA2,PACIFIC_COD_LPW202001202_5_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
5,108,10,0.0096,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,3,LPW202001202_5_OA3,PACIFIC_COD_LPW202001202_5_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
5,108,10,0.0096,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,4,LPW202001202_5_OA4,PACIFIC_COD_LPW202001202_5_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
6,128,21,0.014,LPW,2020,0,0,0,L,139,8/3/20,,PACIFIC COD,1,LPW202001202_6_OA1,PACIFIC_COD_LPW202001202_6_OA1.0,NIR_LPW202001202_otoliths,
6,128,21,0.014,LPW,2020,0,0,0,L,139,8/3/20,,PACIFIC COD,2,LPW202001202_6_OA2,PACIFIC_COD_LPW202001202_6_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
6,128,21,0.014,LPW,2020,0,0,0,L,139,8/3/20,,PACIFIC COD,3,LPW202001202_6_OA3,PACIFIC_COD_LPW202001202_6_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
6,128,21,0.014,LPW,2020,10,0,1,R,139,8/3/20,,PACIFIC COD,4,LPW202001202_6_OA4,PACIFIC_COD_LPW202001202_6_OA4.0,NIR_LPW202001202_otoliths_rescan_3,Otolith is broken. Previous scans were L based on photo and not broken
7,106,10,0.0086,LPW,2020,0,0,0,L,129,8/3/20,,PACIFIC COD,1,LPW202001202_7_OA1,PACIFIC_COD_LPW202001202_7_OA1.0,NIR_LPW202001202_otoliths,
7,106,10,0.0086,LPW,2020,0,0,0,L,129,8/3/20,,PACIFIC COD,2,LPW202001202_7_OA2,PACIFIC_COD_LPW202001202_7_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
7,106,10,0.0086,LPW,2020,0,0,0,L,129,8/3/20,,PACIFIC COD,3,LPW202001202_7_OA3,PACIFIC_COD_LPW202001202_7_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
7,106,10,0.0086,LPW,2020,0,0,0,L,129,8/3/20,,PACIFIC COD,4,LPW202001202_7_OA4,PACIFIC_COD_LPW202001202_7_OA4.0,NIR_LPW202001202_otoliths_rescan_3,Otolith broke after scan
8,95,7,0.0072,LPW,2020,0,0,0,R,116,8/3/20,,PACIFIC COD,1,LPW202001202_8_OA1,PACIFIC_COD_LPW202001202_8_OA1.0,NIR_LPW202001202_otoliths,
8,95,7,0.0072,LPW,2020,0,0,0,R,116,8/3/20,,PACIFIC COD,2,LPW202001202_8_OA2,PACIFIC_COD_LPW202001202_8_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
8,95,7,0.0072,LPW,2020,0,0,0,R,116,8/3/20,,PACIFIC COD,3,LPW202001202_8_OA3,PACIFIC_COD_LPW202001202_8_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
8,95,7,0.0072,LPW,2020,0,0,0,R,116,8/3/20,,PACIFIC COD,4,LPW202001202_8_OA4,PACIFIC_COD_LPW202001202_8_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
9,112,3,0.0098,LPW,2020,0,0,0,L,132,8/3/20,,PACIFIC COD,1,LPW202001202_9_OA1,PACIFIC_COD_LPW202001202_9_OA1.0,NIR_LPW202001202_otoliths,
9,112,3,0.0098,LPW,2020,0,0,0,L,132,8/3/20,,PACIFIC COD,2,LPW202001202_9_OA2,PACIFIC_COD_LPW202001202_9_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
9,112,3,0.0098,LPW,2020,0,0,0,L,132,8/3/20,,PACIFIC COD,3,LPW202001202_9_OA3,PACIFIC_COD_LPW202001202_9_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
9,112,3,0.0098,LPW,2020,0,0,0,L,132,8/3/20,,PACIFIC COD,4,LPW202001202_9_OA4,PACIFIC_COD_LPW202001202_9_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
10,96,6,0.0076,LPW,2020,0,0,0,R,,8/3/20,,PACIFIC COD,1,LPW202001202_10_OA1,PACIFIC_COD_LPW202001202_10_OA1.0,NIR_LPW202001202_otoliths,
10,96,6,0.0076,LPW,2020,0,0,0,R,,8/3/20,,PACIFIC COD,2,LPW202001202_10_OA2,PACIFIC_COD_LPW202001202_10_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
10,96,6,0.0076,LPW,2020,0,0,0,R,,8/3/20,,PACIFIC COD,3,LPW202001202_10_OA3,PACIFIC_COD_LPW202001202_10_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
10,96,6,0.0076,LPW,2020,0,0,0,R,,8/3/20,,PACIFIC COD,4,LPW202001202_10_OA4,PACIFIC_COD_LPW202001202_10_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
11,95,7,0.0068,LPW,2020,0,0,0,L,113,8/3/20,,PACIFIC COD,1,LPW202001202_11_OA1,PACIFIC_COD_LPW202001202_11_OA1.0,NIR_LPW202001202_otoliths,
11,95,7,0.0068,LPW,2020,0,0,0,L,113,8/3/20,,PACIFIC COD,2,LPW202001202_11_OA2,PACIFIC_COD_LPW202001202_11_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
11,95,7,0.0068,LPW,2020,0,0,0,L,113,8/3/20,,PACIFIC COD,3,LPW202001202_11_OA3,PACIFIC_COD_LPW202001202_11_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
11,95,7,0.0068,LPW,2020,0,0,0,L,113,8/3/20,,PACIFIC COD,4,LPW202001202_11_OA4,PACIFIC_COD_LPW202001202_11_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
12,117,16,0.0121,LPW,2020,0,0,0,L,141,8/3/20,,PACIFIC COD,1,LPW202001202_12_OA1,PACIFIC_COD_LPW202001202_12_OA1.0,NIR_LPW202001202_otoliths,
12,117,16,0.0121,LPW,2020,0,0,0,L,141,8/3/20,,PACIFIC COD,2,LPW202001202_12_OA2,PACIFIC_COD_LPW202001202_12_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
12,117,16,0.0121,LPW,2020,0,0,0,L,141,8/3/20,,PACIFIC COD,3,LPW202001202_12_OA3,PACIFIC_COD_LPW202001202_12_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
12,117,16,0.0121,LPW,2020,0,0,0,L,141,8/3/20,,PACIFIC COD,4,LPW202001202_12_OA4,PACIFIC_COD_LPW202001202_12_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
13,96,7,0.009,LPW,2020,0,0,0,L,125,8/3/20,,PACIFIC COD,1,LPW202001202_13_OA1,PACIFIC_COD_LPW202001202_13_OA1.0,NIR_LPW202001202_otoliths,
13,96,7,0.009,LPW,2020,0,0,0,L,125,8/3/20,,PACIFIC COD,2,LPW202001202_13_OA2,PACIFIC_COD_LPW202001202_13_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
13,96,7,0.009,LPW,2020,0,0,0,L,125,8/3/20,,PACIFIC COD,3,LPW202001202_13_OA3,PACIFIC_COD_LPW202001202_13_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
13,96,7,0.009,LPW,2020,0,0,0,L,125,8/3/20,,PACIFIC COD,4,LPW202001202_13_OA4,PACIFIC_COD_LPW202001202_13_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
14,127,21,0.0131,LPW,2020,0,0,0,R,129,8/3/20,,PACIFIC COD,1,LPW202001202_14_OA1,PACIFIC_COD_LPW202001202_14_OA1.0,NIR_LPW202001202_otoliths,
14,127,21,0.0131,LPW,2020,0,0,0,R,129,8/3/20,,PACIFIC COD,2,LPW202001202_14_OA2,PACIFIC_COD_LPW202001202_14_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
14,127,21,0.0131,LPW,2020,0,0,0,R,129,8/3/20,,PACIFIC COD,3,LPW202001202_14_OA3,PACIFIC_COD_LPW202001202_14_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
14,127,21,0.0131,LPW,2020,0,0,0,R,129,8/3/20,,PACIFIC COD,4,LPW202001202_14_OA4,PACIFIC_COD_LPW202001202_14_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
15,111,12,0.0102,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,1,LPW202001202_15_OA1,PACIFIC_COD_LPW202001202_15_OA1.0,NIR_LPW202001202_otoliths,
15,111,12,0.0102,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,2,LPW202001202_15_OA2,PACIFIC_COD_LPW202001202_15_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
15,111,12,0.0102,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,3,LPW202001202_15_OA3,PACIFIC_COD_LPW202001202_15_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
15,111,12,0.0102,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,4,LPW202001202_15_OA4,PACIFIC_COD_LPW202001202_15_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
16,108,10,0.0116,LPW,2020,0,0,0,L,131,8/3/20,,PACIFIC COD,1,LPW202001202_16_OA1,PACIFIC_COD_LPW202001202_16_OA1.0,NIR_LPW202001202_otoliths,
16,108,10,0.0116,LPW,2020,0,0,0,L,131,8/3/20,,PACIFIC COD,2,LPW202001202_16_OA2,PACIFIC_COD_LPW202001202_16_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
16,108,10,0.0116,LPW,2020,0,0,0,L,131,8/3/20,,PACIFIC COD,3,LPW202001202_16_OA3,PACIFIC_COD_LPW202001202_16_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
16,108,10,0.0116,LPW,2020,0,0,0,L,131,8/3/20,,PACIFIC COD,4,LPW202001202_16_OA4,PACIFIC_COD_LPW202001202_16_OA4.0,NIR_LPW202001202_otoliths_rescan_3,Static started. Moved tape down a little
17,95,6,0.0078,LPW,2020,0,0,0,L,119,8/3/20,,PACIFIC COD,1,LPW202001202_17_OA1,PACIFIC_COD_LPW202001202_17_OA1.0,NIR_LPW202001202_otoliths,
17,95,6,0.0078,LPW,2020,0,0,0,L,119,8/3/20,,PACIFIC COD,2,LPW202001202_17_OA2,PACIFIC_COD_LPW202001202_17_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
17,95,6,0.0078,LPW,2020,0,0,0,L,119,8/3/20,,PACIFIC COD,3,LPW202001202_17_OA3,PACIFIC_COD_LPW202001202_17_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
17,95,6,0.0078,LPW,2020,0,0,0,L,119,8/3/20,,PACIFIC COD,4,LPW202001202_17_OA4,PACIFIC_COD_LPW202001202_17_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
18,101,10,,LPW,2020,10,0,1,L,,8/3/20,,PACIFIC COD,1,LPW202001202_18_OA1,PACIFIC_COD_LPW202001202_18_OA1.0,NIR_LPW202001202_otoliths,about 5% missing
18,101,10,,LPW,2020,10,0,1,L,,8/3/20,,PACIFIC COD,2,LPW202001202_18_OA2,PACIFIC_COD_LPW202001202_18_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
18,101,10,,LPW,2020,10,0,1,L,,8/3/20,,PACIFIC COD,3,LPW202001202_18_OA3,PACIFIC_COD_LPW202001202_18_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
18,101,10,,LPW,2020,10,0,1,L,,8/3/20,,PACIFIC COD,4,LPW202001202_18_OA4,PACIFIC_COD_LPW202001202_18_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
19,110,12,0.0091,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,1,LPW202001202_19_OA1,PACIFIC_COD_LPW202001202_19_OA1.0,NIR_LPW202001202_otoliths,
19,110,12,0.0091,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,2,LPW202001202_19_OA2,PACIFIC_COD_LPW202001202_19_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
19,110,12,0.0091,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,3,LPW202001202_19_OA3,PACIFIC_COD_LPW202001202_19_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
19,110,12,0.0091,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,4,LPW202001202_19_OA4,PACIFIC_COD_LPW202001202_19_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
20,123,17,0.012,LPW,2020,0,0,0,R,137,8/3/20,,PACIFIC COD,1,LPW202001202_20_OA1,PACIFIC_COD_LPW202001202_20_OA1.0,NIR_LPW202001202_otoliths,
20,123,17,0.012,LPW,2020,0,0,0,R,137,8/3/20,,PACIFIC COD,2,LPW202001202_20_OA2,PACIFIC_COD_LPW202001202_20_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
20,123,17,0.012,LPW,2020,0,0,0,R,137,8/3/20,,PACIFIC COD,3,LPW202001202_20_OA3,PACIFIC_COD_LPW202001202_20_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
20,123,17,0.012,LPW,2020,0,0,0,R,137,8/3/20,,PACIFIC COD,4,LPW202001202_20_OA4,PACIFIC_COD_LPW202001202_20_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
21,100,8,0.0098,LPW,2020,0,0,0,L,132,8/3/20,,PACIFIC COD,1,LPW202001202_21_OA1,PACIFIC_COD_LPW202001202_21_OA1.0,NIR_LPW202001202_otoliths,
21,100,8,0.0098,LPW,2020,0,0,0,L,132,8/3/20,,PACIFIC COD,2,LPW202001202_21_OA2,PACIFIC_COD_LPW202001202_21_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
21,100,8,0.0098,LPW,2020,0,0,0,L,132,8/3/20,,PACIFIC COD,3,LPW202001202_21_OA3,PACIFIC_COD_LPW202001202_21_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
21,100,8,0.0098,LPW,2020,0,0,0,L,132,8/3/20,,PACIFIC COD,4,LPW202001202_21_OA4,PACIFIC_COD_LPW202001202_21_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
22,90,5,0.0068,LPW,2020,0,0,0,R,113,8/3/20,,PACIFIC COD,1,LPW202001202_22_OA1,PACIFIC_COD_LPW202001202_22_OA1.0,NIR_LPW202001202_otoliths,
22,90,5,0.0068,LPW,2020,0,0,0,R,113,8/3/20,,PACIFIC COD,2,LPW202001202_22_OA2,PACIFIC_COD_LPW202001202_22_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
22,90,5,0.0068,LPW,2020,0,0,0,R,113,8/3/20,,PACIFIC COD,3,LPW202001202_22_OA3,PACIFIC_COD_LPW202001202_22_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
22,90,5,0.0068,LPW,2020,0,0,0,R,113,8/3/20,,PACIFIC COD,4,LPW202001202_22_OA4,PACIFIC_COD_LPW202001202_22_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
23,104,8,0.0094,LPW,2020,0,0,0,L,120,8/3/20,,PACIFIC COD,1,LPW202001202_23_OA1,PACIFIC_COD_LPW202001202_23_OA1.0,NIR_LPW202001202_otoliths,
23,104,8,0.0094,LPW,2020,0,0,0,L,120,8/3/20,,PACIFIC COD,2,LPW202001202_23_OA2,PACIFIC_COD_LPW202001202_23_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
23,104,8,0.0094,LPW,2020,0,0,0,L,120,8/3/20,,PACIFIC COD,3,LPW202001202_23_OA3,PACIFIC_COD_LPW202001202_23_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
23,104,8,0.0094,LPW,2020,0,0,0,L,120,8/3/20,,PACIFIC COD,4,LPW202001202_23_OA4,PACIFIC_COD_LPW202001202_23_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
24,96,7,0.0084,LPW,2020,0,0,0,R,121,8/3/20,,PACIFIC COD,1,LPW202001202_24_OA1,PACIFIC_COD_LPW202001202_24_OA1.0,NIR_LPW202001202_otoliths,
24,96,7,0.0084,LPW,2020,0,0,0,R,121,8/3/20,,PACIFIC COD,2,LPW202001202_24_OA2,PACIFIC_COD_LPW202001202_24_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
24,96,7,0.0084,LPW,2020,0,0,0,R,121,8/3/20,,PACIFIC COD,3,LPW202001202_24_OA3,PACIFIC_COD_LPW202001202_24_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
24,96,7,0.0084,LPW,2020,0,0,0,R,121,8/3/20,,PACIFIC COD,4,LPW202001202_24_OA4,PACIFIC_COD_LPW202001202_24_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
25,98,7,0.0085,LPW,2020,0,0,0,R,123,8/3/20,,PACIFIC COD,1,LPW202001202_25_OA1,PACIFIC_COD_LPW202001202_25_OA1.0,NIR_LPW202001202_otoliths,
25,98,7,0.0085,LPW,2020,0,0,0,R,123,8/3/20,,PACIFIC COD,2,LPW202001202_25_OA2,PACIFIC_COD_LPW202001202_25_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
25,98,7,0.0085,LPW,2020,0,0,0,R,123,8/3/20,,PACIFIC COD,3,LPW202001202_25_OA3,PACIFIC_COD_LPW202001202_25_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
25,98,7,0.0085,LPW,2020,0,0,0,R,123,8/3/20,,PACIFIC COD,4,LPW202001202_25_OA4,PACIFIC_COD_LPW202001202_25_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
26,104,9,0.008,LPW,2020,0,0,0,L,109,8/3/20,,PACIFIC COD,1,LPW202001202_26_OA1,PACIFIC_COD_LPW202001202_26_OA1.0,NIR_LPW202001202_otoliths,
26,104,9,0.008,LPW,2020,0,0,0,L,109,8/3/20,,PACIFIC COD,2,LPW202001202_26_OA2,PACIFIC_COD_LPW202001202_26_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
26,104,9,0.008,LPW,2020,0,0,0,L,109,8/3/20,,PACIFIC COD,3,LPW202001202_26_OA3,PACIFIC_COD_LPW202001202_26_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
26,104,9,0.008,LPW,2020,0,0,0,L,109,8/3/20,,PACIFIC COD,4,LPW202001202_26_OA4,PACIFIC_COD_LPW202001202_26_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
27,79,3,0.0048,LPW,2020,0,0,0,L,126,8/3/20,,PACIFIC COD,1,LPW202001202_27_OA1,PACIFIC_COD_LPW202001202_27_OA1.0,NIR_LPW202001202_otoliths,
27,79,3,0.0048,LPW,2020,0,0,0,L,126,8/3/20,,PACIFIC COD,2,LPW202001202_27_OA2,PACIFIC_COD_LPW202001202_27_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
27,79,3,0.0048,LPW,2020,0,0,0,L,126,8/3/20,,PACIFIC COD,3,LPW202001202_27_OA3,PACIFIC_COD_LPW202001202_27_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
27,79,3,0.0048,LPW,2020,0,0,0,L,126,8/3/20,,PACIFIC COD,4,LPW202001202_27_OA4,PACIFIC_COD_LPW202001202_27_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
28,98,7,0.0087,LPW,2020,0,0,0,R,121,8/3/20,,PACIFIC COD,1,LPW202001202_28_OA1,PACIFIC_COD_LPW202001202_28_OA1.0,NIR_LPW202001202_otoliths,
28,98,7,0.0087,LPW,2020,0,0,0,R,121,8/3/20,,PACIFIC COD,2,LPW202001202_28_OA2,PACIFIC_COD_LPW202001202_28_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
28,98,7,0.0087,LPW,2020,0,0,0,R,121,8/3/20,,PACIFIC COD,3,LPW202001202_28_OA3,PACIFIC_COD_LPW202001202_28_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
28,98,7,0.0087,LPW,2020,0,0,0,R,121,8/3/20,,PACIFIC COD,4,LPW202001202_28_OA4,PACIFIC_COD_LPW202001202_28_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
29,98,9,0.0086,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,1,LPW202001202_29_OA1,PACIFIC_COD_LPW202001202_29_OA1.0,NIR_LPW202001202_otoliths,
29,98,9,0.0086,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,2,LPW202001202_29_OA2,PACIFIC_COD_LPW202001202_29_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
29,98,9,0.0086,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,3,LPW202001202_29_OA3,PACIFIC_COD_LPW202001202_29_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
29,98,9,0.0086,LPW,2020,0,0,0,L,,8/3/20,,PACIFIC COD,4,LPW202001202_29_OA4,PACIFIC_COD_LPW202001202_29_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
30,103,9,0.0081,LPW,2020,0,0,0,R,116,8/3/20,,PACIFIC COD,1,LPW202001202_30_OA1,PACIFIC_COD_LPW202001202_30_OA1.0,NIR_LPW202001202_otoliths,
30,103,9,0.0081,LPW,2020,0,0,0,R,116,8/3/20,,PACIFIC COD,2,LPW202001202_30_OA2,PACIFIC_COD_LPW202001202_30_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
30,103,9,0.0081,LPW,2020,0,0,0,R,116,8/3/20,,PACIFIC COD,3,LPW202001202_30_OA3,PACIFIC_COD_LPW202001202_30_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
30,103,9,0.0081,LPW,2020,0,0,0,R,116,8/3/20,,PACIFIC COD,4,LPW202001202_30_OA4,PACIFIC_COD_LPW202001202_30_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
31,118,17,,LPW,2020,0,10,1,L,113,8/10/20,,PACIFIC COD,1,LPW202001202_31_OA1,PACIFIC_COD_LPW202001202_31_OA1.0,NIR_LPW202001202_otoliths,about 10% missing
