specimen,length,weight,structure_weight,region,collection_year,percent_affected,other_problem,broken,side,read_age,sample_date,final_age,common_name,run_number,scan_name,file_name,session_title,comments
61,127,18,0.0191,LPW,2020,0,0,0,R,137,9/14/20,,PACIFIC COD,2,LPW202001202_61_OA2,PACIFIC_COD_LPW202001202_61_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
61,127,18,0.0191,LPW,2020,0,0,0,R,137,9/14/20,,PACIFIC COD,3,LPW202001202_61_OA3,PACIFIC_COD_LPW202001202_61_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
61,127,18,0.0191,LPW,2020,0,0,0,R,137,9/14/20,,PACIFIC COD,4,LPW202001202_61_OA4,PACIFIC_COD_LPW202001202_61_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
62,114,12,0.0134,LPW,2020,0,0,0,R,,9/14/20,,PACIFIC COD,1,LPW202001202_62_OA1,PACIFIC_COD_LPW202001202_62_OA1.0,NIR_LPW202001202_otoliths,
62,114,12,0.0134,LPW,2020,0,0,0,R,,9/14/20,,PACIFIC COD,2,LPW202001202_62_OA2,PACIFIC_COD_LPW202001202_62_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
62,114,12,0.0134,LPW,2020,0,0,0,R,,9/14/20,,PACIFIC COD,3,LPW202001202_62_OA3,PACIFIC_COD_LPW202001202_62_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
62,114,12,0.0134,LPW,2020,0,0,0,R,,9/14/20,,PACIFIC COD,4,LPW202001202_62_OA4,PACIFIC_COD_LPW202001202_62_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
63,201,76,0.0369,LPW,2020,0,0,0,L,,9/21/20,,PACIFIC COD,1,LPW202001202_63_OA1,PACIFIC_COD_LPW202001202_63_OA1.0,NIR_LPW202001202_otoliths,
63,201,76,0.0369,LPW,2020,0,0,0,L,,9/21/20,,PACIFIC COD,2,LPW202001202_63_OA2,PACIFIC_COD_LPW202001202_63_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
63,201,76,0.0369,LPW,2020,0,0,0,L,,9/21/20,,PACIFIC COD,3,LPW202001202_63_OA3,PACIFIC_COD_LPW202001202_63_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
63,201,76,0.0369,LPW,2020,0,0,0,L,,9/21/20,,PACIFIC COD,4,LPW202001202_63_OA4,PACIFIC_COD_LPW202001202_63_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
64,131,19,0.0213,LPW,2020,0,0,0,L,,9/21/20,,PACIFIC COD,1,LPW202001202_64_OA1,PACIFIC_COD_LPW202001202_64_OA1.0,NIR_LPW202001202_otoliths,
64,131,19,0.0213,LPW,2020,0,0,0,L,,9/21/20,,PACIFIC COD,2,LPW202001202_64_OA2,PACIFIC_COD_LPW202001202_64_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
64,131,19,0.0213,LPW,2020,0,0,0,L,,9/21/20,,PACIFIC COD,3,LPW202001202_64_OA3,PACIFIC_COD_LPW202001202_64_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
64,131,19,0.0213,LPW,2020,0,0,0,L,,9/21/20,,PACIFIC COD,4,LPW202001202_64_OA4,PACIFIC_COD_LPW202001202_64_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
65,149,28,0.0251,LPW,2020,0,0,0,R,148,9/21/20,,PACIFIC COD,1,LPW202001202_65_OA1,PACIFIC_COD_LPW202001202_65_OA1.0,NIR_LPW202001202_otoliths,
65,149,28,0.0251,LPW,2020,0,0,0,R,148,9/21/20,,PACIFIC COD,2,LPW202001202_65_OA2,PACIFIC_COD_LPW202001202_65_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
65,149,28,0.0251,LPW,2020,0,0,0,R,148,9/21/20,,PACIFIC COD,3,LPW202001202_65_OA3,PACIFIC_COD_LPW202001202_65_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
65,149,28,0.0251,LPW,2020,0,0,0,R,148,9/21/20,,PACIFIC COD,4,LPW202001202_65_OA4,PACIFIC_COD_LPW202001202_65_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
67,95,5,0.0107,LPW,2020,0,0,0,L,164,9/21/20,,PACIFIC COD,1,LPW202001202_67_OA1,PACIFIC_COD_LPW202001202_67_OA1.0,NIR_LPW202001202_otoliths,
67,95,5,0.0107,LPW,2020,0,0,0,L,164,9/21/20,,PACIFIC COD,2,LPW202001202_67_OA2,PACIFIC_COD_LPW202001202_67_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
67,95,5,0.0107,LPW,2020,0,0,0,L,164,9/21/20,,PACIFIC COD,3,LPW202001202_67_OA3,PACIFIC_COD_LPW202001202_67_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
67,95,5,0.0107,LPW,2020,0,0,0,L,164,9/21/20,,PACIFIC COD,4,LPW202001202_67_OA4,PACIFIC_COD_LPW202001202_67_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
68,137,17,0.0263,LPW,2020,0,0,0,R,179,9/28/20,,PACIFIC COD,1,LPW202001202_68_OA1,PACIFIC_COD_LPW202001202_68_OA1.0,NIR_LPW202001202_otoliths,
68,137,17,0.0263,LPW,2020,0,0,0,R,179,9/28/20,,PACIFIC COD,2,LPW202001202_68_OA2,PACIFIC_COD_LPW202001202_68_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
68,137,17,0.0263,LPW,2020,0,0,0,R,179,9/28/20,,PACIFIC COD,3,LPW202001202_68_OA3,PACIFIC_COD_LPW202001202_68_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
68,137,17,0.0263,LPW,2020,0,0,0,R,179,9/28/20,,PACIFIC COD,4,LPW202001202_68_OA4,PACIFIC_COD_LPW202001202_68_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
69,137,23,0.0231,LPW,2020,0,0,0,L,,9/28/20,,PACIFIC COD,1,LPW202001202_69_OA1,PACIFIC_COD_LPW202001202_69_OA1.0,NIR_LPW202001202_otoliths,
69,137,23,0.0231,LPW,2020,0,0,0,L,,9/28/20,,PACIFIC COD,2,LPW202001202_69_OA2,PACIFIC_COD_LPW202001202_69_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
69,137,23,0.0231,LPW,2020,0,0,0,L,,9/28/20,,PACIFIC COD,3,LPW202001202_69_OA3,PACIFIC_COD_LPW202001202_69_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
69,137,23,0.0231,LPW,2020,0,0,0,L,,9/28/20,,PACIFIC COD,4,LPW202001202_69_OA4,PACIFIC_COD_LPW202001202_69_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
70,126,12,0.0212,LPW,2020,0,0,0,L,148,9/28/20,,PACIFIC COD,1,LPW202001202_70_OA1,PACIFIC_COD_LPW202001202_70_OA1.0,NIR_LPW202001202_otoliths,
70,126,12,0.0212,LPW,2020,0,0,0,L,148,9/28/20,,PACIFIC COD,2,LPW202001202_70_OA2,PACIFIC_COD_LPW202001202_70_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
70,126,12,0.0212,LPW,2020,0,0,0,L,148,9/28/20,,PACIFIC COD,3,LPW202001202_70_OA3,PACIFIC_COD_LPW202001202_70_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
70,126,12,0.0212,LPW,2020,0,0,0,L,148,9/28/20,,PACIFIC COD,4,LPW202001202_70_OA4,PACIFIC_COD_LPW202001202_70_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
71,122,11,0.0188,LPW,2020,0,0,0,R,,9/28/20,,PACIFIC COD,1,LPW202001202_71_OA1,PACIFIC_COD_LPW202001202_71_OA1.0,NIR_LPW202001202_otoliths,
71,122,11,0.0188,LPW,2020,0,0,0,R,,9/28/20,,PACIFIC COD,2,LPW202001202_71_OA2,PACIFIC_COD_LPW202001202_71_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
71,122,11,0.0188,LPW,2020,0,0,0,R,,9/28/20,,PACIFIC COD,3,LPW202001202_71_OA3,PACIFIC_COD_LPW202001202_71_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
71,122,11,0.0188,LPW,2020,0,0,0,R,,9/28/20,,PACIFIC COD,4,LPW202001202_71_OA4,PACIFIC_COD_LPW202001202_71_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
72,129,19,,LPW,2020,10,0,1,L,174,9/28/20,,PACIFIC COD,1,LPW202001202_72_OA1,PACIFIC_COD_LPW202001202_72_OA1.0,NIR_LPW202001202_otoliths,about 10% missing
72,129,19,,LPW,2020,10,0,1,L,174,9/28/20,,PACIFIC COD,2,LPW202001202_72_OA2,PACIFIC_COD_LPW202001202_72_OA2.0,NIR_LPW202001202_otoliths_rescan_1,chipped (~10%)
72,129,19,,LPW,2020,10,0,1,L,174,9/28/20,,PACIFIC COD,3,LPW202001202_72_OA3,PACIFIC_COD_LPW202001202_72_OA3.0,NIR_LPW202001202_otoliths_rescan_2,~10% chipped
72,129,19,,LPW,2020,10,0,1,L,174,9/28/20,,PACIFIC COD,4,LPW202001202_72_OA4,PACIFIC_COD_LPW202001202_72_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
73,127,11,0.0203,LPW,2020,0,0,0,R,165,10/5/20,,PACIFIC COD,1,LPW202001202_73_OA1,PACIFIC_COD_LPW202001202_73_OA1.0,NIR_LPW202001202_otoliths,
73,127,11,0.0203,LPW,2020,0,0,0,R,165,10/5/20,,PACIFIC COD,2,LPW202001202_73_OA2,PACIFIC_COD_LPW202001202_73_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
73,127,11,0.0203,LPW,2020,0,0,0,R,165,10/5/20,,PACIFIC COD,3,LPW202001202_73_OA3,PACIFIC_COD_LPW202001202_73_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
73,127,11,0.0203,LPW,2020,0,0,0,R,165,10/5/20,,PACIFIC COD,4,LPW202001202_73_OA4,PACIFIC_COD_LPW202001202_73_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
74,107,12,0.0148,LPW,2020,0,0,0,R,188,10/5/20,,PACIFIC COD,1,LPW202001202_74_OA1,PACIFIC_COD_LPW202001202_74_OA1.0,NIR_LPW202001202_otoliths,
74,107,12,0.0148,LPW,2020,0,0,0,R,188,10/5/20,,PACIFIC COD,2,LPW202001202_74_OA2,PACIFIC_COD_LPW202001202_74_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
74,107,12,0.0148,LPW,2020,0,0,0,R,188,10/5/20,,PACIFIC COD,3,LPW202001202_74_OA3,PACIFIC_COD_LPW202001202_74_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
74,107,12,0.0148,LPW,2020,0,0,0,R,188,10/5/20,,PACIFIC COD,4,LPW202001202_74_OA4,PACIFIC_COD_LPW202001202_74_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
75,106,9,0.0134,LPW,2020,0,0,0,R,128,10/5/20,,PACIFIC COD,1,LPW202001202_75_OA1,PACIFIC_COD_LPW202001202_75_OA1.0,NIR_LPW202001202_otoliths,
75,106,9,0.0134,LPW,2020,0,0,0,R,128,10/5/20,,PACIFIC COD,2,LPW202001202_75_OA2,PACIFIC_COD_LPW202001202_75_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
75,106,9,0.0134,LPW,2020,0,0,0,R,128,10/5/20,,PACIFIC COD,3,LPW202001202_75_OA3,PACIFIC_COD_LPW202001202_75_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
75,106,9,0.0134,LPW,2020,0,0,0,R,128,10/5/20,,PACIFIC COD,4,LPW202001202_75_OA4,PACIFIC_COD_LPW202001202_75_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
76,123,15,0.0212,LPW,2020,0,0,0,L,156,10/5/20,,PACIFIC COD,1,LPW202001202_76_OA1,PACIFIC_COD_LPW202001202_76_OA1.0,NIR_LPW202001202_otoliths,
76,123,15,0.0212,LPW,2020,0,0,0,L,156,10/5/20,,PACIFIC COD,2,LPW202001202_76_OA2,PACIFIC_COD_LPW202001202_76_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
76,123,15,0.0212,LPW,2020,0,0,0,L,156,10/5/20,,PACIFIC COD,3,LPW202001202_76_OA3,PACIFIC_COD_LPW202001202_76_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
76,123,15,0.0212,LPW,2020,0,0,0,L,156,10/5/20,,PACIFIC COD,4,LPW202001202_76_OA4,PACIFIC_COD_LPW202001202_76_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
77,182,58,0.0359,LPW,2020,0,0,0,L,,10/5/20,,PACIFIC COD,1,LPW202001202_77_OA1,PACIFIC_COD_LPW202001202_77_OA1.0,NIR_LPW202001202_otoliths,
77,182,58,0.0359,LPW,2020,0,0,0,L,,10/5/20,,PACIFIC COD,2,LPW202001202_77_OA2,PACIFIC_COD_LPW202001202_77_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
77,182,58,0.0359,LPW,2020,0,0,0,L,,10/5/20,,PACIFIC COD,3,LPW202001202_77_OA3,PACIFIC_COD_LPW202001202_77_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
77,182,58,0.0359,LPW,2020,0,0,0,L,,10/5/20,,PACIFIC COD,4,LPW202001202_77_OA4,PACIFIC_COD_LPW202001202_77_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
78,145,27,0.0247,LPW,2020,0,0,0,R,197,10/12/20,,PACIFIC COD,1,LPW202001202_78_OA1,PACIFIC_COD_LPW202001202_78_OA1.0,NIR_LPW202001202_otoliths,
78,145,27,0.0247,LPW,2020,0,0,0,R,197,10/12/20,,PACIFIC COD,2,LPW202001202_78_OA2,PACIFIC_COD_LPW202001202_78_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
78,145,27,0.0247,LPW,2020,0,0,0,R,197,10/12/20,,PACIFIC COD,3,LPW202001202_78_OA3,PACIFIC_COD_LPW202001202_78_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
78,145,27,0.0247,LPW,2020,0,0,0,R,197,10/12/20,,PACIFIC COD,4,LPW202001202_78_OA4,PACIFIC_COD_LPW202001202_78_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
79,120,14,0.0183,LPW,2020,0,0,0,L,166,10/12/20,,PACIFIC COD,1,LPW202001202_79_OA1,PACIFIC_COD_LPW202001202_79_OA1.0,NIR_LPW202001202_otoliths,
79,120,14,0.0183,LPW,2020,0,0,0,L,166,10/12/20,,PACIFIC COD,2,LPW202001202_79_OA2,PACIFIC_COD_LPW202001202_79_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
79,120,14,0.0183,LPW,2020,0,0,0,L,166,10/12/20,,PACIFIC COD,3,LPW202001202_79_OA3,PACIFIC_COD_LPW202001202_79_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
79,120,14,0.0183,LPW,2020,0,0,0,L,166,10/12/20,,PACIFIC COD,4,LPW202001202_79_OA4,PACIFIC_COD_LPW202001202_79_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
80,160,42,0.0332,LPW,2020,0,0,0,R,,10/12/20,,PACIFIC COD,1,LPW202001202_80_OA1,PACIFIC_COD_LPW202001202_80_OA1.0,NIR_LPW202001202_otoliths,
80,160,42,0.0332,LPW,2020,0,0,0,R,,10/12/20,,PACIFIC COD,2,LPW202001202_80_OA2,PACIFIC_COD_LPW202001202_80_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
80,160,42,0.0332,LPW,2020,0,0,0,R,,10/12/20,,PACIFIC COD,3,LPW202001202_80_OA3,PACIFIC_COD_LPW202001202_80_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
80,160,42,0.0332,LPW,2020,0,0,0,R,,10/12/20,,PACIFIC COD,4,LPW202001202_80_OA4,PACIFIC_COD_LPW202001202_80_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
81,126,18,0.0215,LPW,2020,0,0,0,R,173,10/12/20,,PACIFIC COD,1,LPW202001202_81_OA1,PACIFIC_COD_LPW202001202_81_OA1.0,NIR_LPW202001202_otoliths,
81,126,18,0.0215,LPW,2020,0,0,0,R,173,10/12/20,,PACIFIC COD,2,LPW202001202_81_OA2,PACIFIC_COD_LPW202001202_81_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
81,126,18,0.0215,LPW,2020,0,0,0,R,173,10/12/20,,PACIFIC COD,3,LPW202001202_81_OA3,PACIFIC_COD_LPW202001202_81_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
81,126,18,0.0215,LPW,2020,0,0,0,R,173,10/12/20,,PACIFIC COD,4,LPW202001202_81_OA4,PACIFIC_COD_LPW202001202_81_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
82,138,21,0.0235,LPW,2020,0,0,0,L,178,10/12/20,,PACIFIC COD,1,LPW202001202_82_OA1,PACIFIC_COD_LPW202001202_82_OA1.0,NIR_LPW202001202_otoliths,
82,138,21,0.0235,LPW,2020,0,0,0,L,178,10/12/20,,PACIFIC COD,2,LPW202001202_82_OA2,PACIFIC_COD_LPW202001202_82_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
82,138,21,0.0235,LPW,2020,0,0,0,L,178,10/12/20,,PACIFIC COD,3,LPW202001202_82_OA3,PACIFIC_COD_LPW202001202_82_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
82,138,21,0.0235,LPW,2020,0,0,0,L,178,10/12/20,,PACIFIC COD,4,LPW202001202_82_OA4,PACIFIC_COD_LPW202001202_82_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
83,155,36,,LPW,2020,5,0,1,L,,10/20/20,,PACIFIC COD,1,LPW202001202_83_OA1,PACIFIC_COD_LPW202001202_83_OA1.0,NIR_LPW202001202_otoliths,about 5% missing
83,155,36,,LPW,2020,5,0,1,L,,10/20/20,,PACIFIC COD,2,LPW202001202_83_OA2,PACIFIC_COD_LPW202001202_83_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
83,155,36,,LPW,2020,5,0,1,L,,10/20/20,,PACIFIC COD,3,LPW202001202_83_OA3,PACIFIC_COD_LPW202001202_83_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
83,155,36,,LPW,2020,5,0,1,L,,10/20/20,,PACIFIC COD,4,LPW202001202_83_OA4,PACIFIC_COD_LPW202001202_83_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
84,120,14,0.0201,LPW,2020,0,0,0,L,,10/20/20,,PACIFIC COD,1,LPW202001202_84_OA1,PACIFIC_COD_LPW202001202_84_OA1.0,NIR_LPW202001202_otoliths,
84,120,14,0.0201,LPW,2020,0,0,0,L,,10/20/20,,PACIFIC COD,2,LPW202001202_84_OA2,PACIFIC_COD_LPW202001202_84_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
84,120,14,0.0201,LPW,2020,0,0,0,L,,10/20/20,,PACIFIC COD,3,LPW202001202_84_OA3,PACIFIC_COD_LPW202001202_84_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
84,120,14,0.0201,LPW,2020,0,0,0,L,,10/20/20,,PACIFIC COD,4,LPW202001202_84_OA4,PACIFIC_COD_LPW202001202_84_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
85,143,29,0.026,LPW,2020,0,0,0,R,210,10/20/20,,PACIFIC COD,1,LPW202001202_85_OA1,PACIFIC_COD_LPW202001202_85_OA1.0,NIR_LPW202001202_otoliths,
85,143,29,0.026,LPW,2020,0,0,0,R,210,10/20/20,,PACIFIC COD,2,LPW202001202_85_OA2,PACIFIC_COD_LPW202001202_85_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
85,143,29,0.026,LPW,2020,0,0,0,R,210,10/20/20,,PACIFIC COD,3,LPW202001202_85_OA3,PACIFIC_COD_LPW202001202_85_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
85,143,29,0.026,LPW,2020,0,0,0,R,210,10/20/20,,PACIFIC COD,4,LPW202001202_85_OA4,PACIFIC_COD_LPW202001202_85_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
86,147,26,0.03,LPW,2020,0,0,0,L,,10/20/20,,PACIFIC COD,1,LPW202001202_86_OA1,PACIFIC_COD_LPW202001202_86_OA1.0,NIR_LPW202001202_otoliths,
86,147,26,0.03,LPW,2020,0,0,0,L,,10/20/20,,PACIFIC COD,2,LPW202001202_86_OA2,PACIFIC_COD_LPW202001202_86_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
86,147,26,0.03,LPW,2020,0,0,0,L,,10/20/20,,PACIFIC COD,3,LPW202001202_86_OA3,PACIFIC_COD_LPW202001202_86_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
86,147,26,0.03,LPW,2020,0,0,0,L,,10/20/20,,PACIFIC COD,4,LPW202001202_86_OA4,PACIFIC_COD_LPW202001202_86_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
87,162,39,0.0365,LPW,2020,0,0,0,L,,10/20/20,,PACIFIC COD,1,LPW202001202_87_OA1,PACIFIC_COD_LPW202001202_87_OA1.0,NIR_LPW202001202_otoliths,
87,162,39,0.0365,LPW,2020,0,0,0,L,,10/20/20,,PACIFIC COD,2,LPW202001202_87_OA2,PACIFIC_COD_LPW202001202_87_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
87,162,39,0.0365,LPW,2020,0,0,0,L,,10/20/20,,PACIFIC COD,3,LPW202001202_87_OA3,PACIFIC_COD_LPW202001202_87_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
87,162,39,0.0365,LPW,2020,0,0,0,L,,10/20/20,,PACIFIC COD,4,LPW202001202_87_OA4,PACIFIC_COD_LPW202001202_87_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
88,154,31,0.0293,LPW,2020,0,0,0,R,,10/26/20,,PACIFIC COD,1,LPW202001202_88_OA1,PACIFIC_COD_LPW202001202_88_OA1.0,NIR_LPW202001202_otoliths,
88,154,31,0.0293,LPW,2020,0,0,0,R,,10/26/20,,PACIFIC COD,2,LPW202001202_88_OA2,PACIFIC_COD_LPW202001202_88_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
88,154,31,0.0293,LPW,2020,0,0,0,R,,10/26/20,,PACIFIC COD,3,LPW202001202_88_OA3,PACIFIC_COD_LPW202001202_88_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
88,154,31,0.0293,LPW,2020,0,0,0,R,,10/26/20,,PACIFIC COD,4,LPW202001202_88_OA4,PACIFIC_COD_LPW202001202_88_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
89,144,21,0.0289,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,1,LPW202001202_89_OA1,PACIFIC_COD_LPW202001202_89_OA1.0,NIR_LPW202001202_otoliths,
89,144,21,0.0289,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,2,LPW202001202_89_OA2,PACIFIC_COD_LPW202001202_89_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
89,144,21,0.0289,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,3,LPW202001202_89_OA3,PACIFIC_COD_LPW202001202_89_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
89,144,21,0.0289,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,4,LPW202001202_89_OA4,PACIFIC_COD_LPW202001202_89_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
90,149,22,0.0295,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,1,LPW202001202_90_OA1,PACIFIC_COD_LPW202001202_90_OA1.0,NIR_LPW202001202_otoliths,
90,149,22,0.0295,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,2,LPW202001202_90_OA2,PACIFIC_COD_LPW202001202_90_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
90,149,22,0.0295,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,3,LPW202001202_90_OA3,PACIFIC_COD_LPW202001202_90_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
90,149,22,0.0295,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,4,LPW202001202_90_OA4,PACIFIC_COD_LPW202001202_90_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
91,157,34,0.0275,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,1,LPW202001202_91_OA1,PACIFIC_COD_LPW202001202_91_OA1.0,NIR_LPW202001202_otoliths,
91,157,34,0.0275,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,2,LPW202001202_91_OA2,PACIFIC_COD_LPW202001202_91_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
91,157,34,0.0275,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,3,LPW202001202_91_OA3,PACIFIC_COD_LPW202001202_91_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
91,157,34,0.0275,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,4,LPW202001202_91_OA4,PACIFIC_COD_LPW202001202_91_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
92,174,49,0.0342,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,1,LPW202001202_92_OA1,PACIFIC_COD_LPW202001202_92_OA1.0,NIR_LPW202001202_otoliths,
92,174,49,0.0342,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,2,LPW202001202_92_OA2,PACIFIC_COD_LPW202001202_92_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
92,174,49,0.0342,LPW,2020,0,0,0,L,,10/26/20,,PACIFIC COD,3,LPW202001202_92_OA3,PACIFIC_COD_LPW202001202_92_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
